newid,id_original,date,comment,actual_song,actual_singer,song,singer,album,lyric,matching_fragments,cite_type,title,note,id_0123,fragment_number,lyric_number,matchlyric_number
0232,924,2020-08-05,2860,桃花源记,"白棠., 朝歌夜弦",桃花源记,崔子格,桃花源记,编曲：简吟 晋太元中武陵人捕鱼为业 缘溪行忘路之远近忽逢桃花林 夹岸数百步中无杂树芳草鲜美 落英缤纷渔人甚异之 复前行欲穷其林 林尽水源便得一山 山有小口仿佛若有光 便舍船从口入初极狭才通人 复行数十步豁然开朗 土地平旷屋舍俨然有良田美池桑竹之属 阡陌交通鸡犬相闻 其中往来种作男女衣着悉如外人 黄发垂髫并怡然自乐  见渔人乃大惊问所从来具答之 便要还家设酒杀鸡作食 村中闻有此人 咸来问讯自云先世避秦时乱 率妻子邑人来此绝境 不复出焉遂与外人间隔问今是何世 乃不知有汉无论魏晋此人一一为具言所闻 皆叹惋余人各复延至其家皆出酒食 停数日辞去 此中人语云不足为外人道也 既出得其船便扶向路处处志之 及郡下诣太守说如此 太守即遣人随其往寻向所志 遂迷不复得路 南阳刘子骥高尚士也闻之欣然规往 未果寻病终后遂无问津者  音乐制作人：简吟 笛子：囚牛 和声/和声编写：夏初安/简吟 录音师：杨杨 混音/母带工程：小吴太太 封面：华玮轩 统筹：井井 监制：潇喆Sean 录音棚：linkstudio（上海） OP/发行：鲸鱼向海（北京）文化有限公司 （未经许可，不得翻唱翻录或使用）,"今夕是何年, 鸳鸯不羡仙, 今夕是何年, 鸳鸯不羡仙, 今夕是何年, 鸳鸯不羡仙",2,0,,212,10,286,30
0011,19,2001-05-31,1506,人面桃花,邓丽君,人面桃花,邓丽君,人面桃花,去年今日此门中 人面桃花相映红 人面是对人常带三分笑 桃花也盈盈含笑舞春风 烽火忽然连天起 无端惊破鸳鸯梦 一霎时流亡载道庐舍空 不见了卖酒人家旧芳容 一处一处问行踪 指望着劫后重相逢 谁知道人面飘泊何处去 只有那桃花依旧笑春风  烽火忽然连天起 无端惊破鸳鸯梦 一霎时流亡载道庐舍空 不见了卖酒人家旧芳容 一处一处问行踪 指望着劫后重相逢 谁知道人面飘泊何处去 只有那桃花依旧笑春风,"去年今日此门中人面, 桃花依旧笑春风",1,1,,11,23,172,30
0006,12,1983-02-02,1293,思君,邓丽君,思君,邓丽君,淡淡幽情,我住长江头 君住长江尾  日日思君不见君 共饮长江水  我住长江头  君住长江尾  日日思君不见君 共饮长江水  此水几时休呀 此恨何时已 只愿君心似我心 定不负相思意 此水几时休呀 此恨何时已 只愿君心似我心 定不负相思意  此水几时休呀 此恨何时已 只愿君心似我心 定不负相思意  此水几时休呀 此恨何时已 只愿君心似我心 定不负相思意  此水几时休呀 此恨何时已 只愿君心似我心 定不负相思意,"我住长江头君住长江尾, 共饮长江水此水几时休, 此恨何时已只愿君心似我心定不负相思意",1,0,,6,45,181,159
0341,1606,2017-05-08,2795,天问,简弘亦,天问,简弘亦,天问,编曲：向老师 吉他：刘易让 混音：王勖  谁造天地日月为谜 谁驳黑白混沌迷离  神力所系谁解天意 万世千秋谁人应许  谁许尘缘命数难弃 谁分输赢天下如棋  梦幻泡影如电如雨 心之所向九死不离  问天今夕为何夕  为何风吹红尘花落满地  情由何生为何弃 叫人生死两相许  谁许尘缘命数难弃 谁分输赢天下如棋  梦幻泡影如电如雨 心之所向九死不离  问天今夕复何夕  为何风吹红尘花落满地  前世来生终不见 今朝共谁醉别离  天地万象遵何理  存亡兴废循何义  贤凶善恶从何依 神侠鬼怪缘何奇 问天今夕为何夕  为何风吹红尘花落满地  情由何生为何弃 叫人生死两相许  问天今夕复何夕  为何风吹红尘花落满地  前世来生终不见 今朝共谁醉别离  前世来生终不见 今朝共谁醉别离,"今夕复何夕, 今夕复何夕",2,0,,314,10,262,10
0700,2965,2017-04-14,2785,大梦,小曲儿,大梦,小曲儿,大梦,是三更山雨漏夜点滴到天明 是林间野风顽劣惊动了窗棂 是九月秋蝉聒噪不得人安宁 这些终究都不是你  是彩云飞舞还是飘动的衣襟 是明月疏星还是双眼泪盈盈 是迷途野樵还是归来的故人 是大梦初醒不是你  坐看那朝朝暮暮散入空山里 过客匆匆却无人旧事重提 都怪那岁岁年年尘缘归来去 惹一身将信将疑  是彩云飞舞还是飘动的衣襟 是明月疏星还是双眼泪盈盈 是迷途野樵还是偶遇的故人 是大梦初醒不是你  坐看那朝朝暮暮散入空山里 过客匆匆却无人旧事重提 都怪那岁岁年年尘缘归来去 惹一身将信将疑  坐听那暮鼓晨钟荡进空山里 若即若离却叫人梦中乍起 都怪那滚滚红尘沾染我的心 叹一声晚来风急  都怪那滚滚红尘沾染我的心 叹一声晚来风急,点滴到天明,3,0,,650,5,277,5
0314,3502,2016-07-11,2775,桃之夭夭,赵泳鑫,桃之夭夭,赵泳鑫,Get Out, ,明月几时有,3,0,,855,5,434,5
0007,13,1983-02-02,335,相看泪眼,邓丽君,相看泪眼,邓丽君,淡淡幽情,寒蝉凄切 对长亭晚 骤雨初歇 都门长饮无绪 留恋处 兰舟催发 执手相看泪眼 竟无语凝噎 念去去 千里烟波 暮霭沉沉楚天阔 多情自古伤离别 更那堪 冷落清秋节 啊今宵酒醒何处 杨柳岸 晓风残月 此去经年 应是良辰 好景虚设 便纵有 千种风情 更与何人说 多情自古伤离别 更那堪 冷落清秋节 啊今宵酒醒何处 杨柳岸 晓风残月 此去经年 应是良辰 好景虚设 便纵有 千种风情 更与何人说,"寒蝉凄切对长亭晚骤雨初歇都门, 饮无绪留恋处兰舟催发, 竟无语凝噎念去去千里烟波暮霭, 楚天阔多情自古伤离别更那堪冷落清秋节, 今宵酒醒何处杨柳岸晓风残月此去经年应是良辰好景虚设便纵有千种风情更与何人说",1,1,,7,104,173,151
1036,3832,2020-01-17,2744,仙剑问情(主题曲),萧人凤,仙剑问情,萧人凤,仙剑奇侠传三外传 问情篇,细雨飘清风摇 凭借痴心般情长 皓雪落黄河浊 任由他绝情心伤 放下吧手中剑我情愿 唤回了心底情宿命尽 为何要孤独绕 你在世界另一边 对我的深情 怎能用只字片语写得尽 写得尽 不贪求一个愿 又想起你的脸 朝朝暮暮漫漫人生路 时时刻刻看到你的眼眸里 柔情似水 今生缘来世再续 情何物生死相许 如有你相伴不羡鸳鸯不羡仙 情天动青山中 阵风瞬息万里云 寻佳人情难真 御剑踏破乱红尘 翱翔那苍穹中心不尽 纵横在千年间轮回转 为何让寂寞长 我在世界这一边 对你的思念 怎能用千言万语说得清 说得清 只奢望一次醉 又想起你的脸 寻寻觅觅相逢在梦里 时时刻刻看到你的眼眸里 缱绻万千 今生缘来世再续 情何物生死相许 如有你相伴不羡鸳鸯不羡仙,"鸳鸯不羡仙, 鸳鸯不羡仙",3,0,,976,5,276,10
0676,2903,2016-04-05,2677,女人花,徐佳莹,女人花,徐佳莹,女人花, ,堪折直须折,3,0,,626,10,266,5
0913,3503,2017-04-01,2662,语嫣,谷柏杉,语嫣,谷柏杉,语嫣,编曲：TonyMusicStudio 后期母带：TonyMusicStudio 人声素材：西安.王雪晨大头.凯伦.佳艺.配配.老唐.欧潭凯.李雪云.高咪.孙培杰. 北京.龙宇柔 漯河.冯婧文 广州.沈盒 济南.杨金子 辽宁.徐江寒 内蒙古.拱嫄飞 厦门.七七 绥德.王延洞 江苏.吴姗迪 新西兰奥克兰.陈晨 新乡.孙彤 云南丽江.杨静 常州.周曦童 对自己说声再见 把感想放在手边 云彩的里面是天空的眼泪 你指尖划过的风是海的呢喃 在远方的淡水湖边 你偷走了我的渔船 岛屿的孤单和盛开的夏天 那朵孤傲的海上的蔷薇 落落下来 让泪水落满拥挤的长街 勿勿轻言 你说月圆月缺本不该留恋  跟你也说声再见 把思念都放在枕边 谁嫣然一笑飞去了南边 我在空谷幽兰望着晨满大雪 落落下来 那千秋万代纯洁的白雪 勿勿轻言 谁说晨钟暮鼓此事古难全 再见再见再见再见再见 你是我思念眼中的一切 再见再见再见哪怕再也不见 你是我夏夜里望穿的冬天 你是我的鱼王 你有我夜晚的安眠 你是我的大雪 你有我天边的明月 你是我的早晨 你有我思念的长街 你是我泪水里的雨嫣...... 再见再见再见再见再见 黄粱一梦为难了离别 再见再见再见哪怕再也不见 思念你泪中带笑 还好有惊无险 （再见..........）,此事古难全,3,0,,856,5,376,5
1049,3863,1995-06-28,2640,烈火雄风,吕继宏,烈火雄风,吕继宏,《三国演义》电视连续剧主题·插曲,烈火卷雄风 红云映碧空 莽原好驰骋 烽烟天边涌 骐骥有良种 宝马待英雄 长驱疾如电 真堪托死生 烈火卷雄风 红云映碧空 莽原好驰骋 烽烟天边涌 骐骥有良种 宝马待英雄 长驱疾如电 真堪托死生 流霞寄壮志 沧海抒豪情 明朝奋四蹄 敌阵立大功 流霞寄壮志 沧海抒豪情 明朝奋四蹄 敌阵立大功,"真堪托死生, 真堪托死生",3,0,,989,5,120,10
0933,3561,2015-07-09,2604,大圣归来,冯圣雅,大圣归来,冯圣雅,大圣归来, 人们一直在猜 结局会怎么安排 是否黄河真能入海 是否卷土就能重来 人们一直期待 故事最后被修改 火眼金睛看穿黑白 乱世英雄万众膜拜 紧箍一戴无恨无爱 金棒一挥扫净阴霾 心底本来无一物 却让眼泪惹尘埃 我飞出五行之内三界之外 我心头无牵无挂无限自在 我知道生亦何苦死亦何哀 如来如不来一样死性不改 我看过潮起潮落花谢花开 我打过恶人奴才神仙妖怪 我经过改朝换代荣辱兴衰 我在就是归来 人们一直在猜 结局会怎么安排 是否黄河真能入海 是否卷土就能重来 人们一直期待 故事最后被修改 火眼金睛看穿黑白 乱世英雄万众膜拜 紧箍一戴无恨无爱 金棒一挥扫净阴霾 心底本来无一物 却让眼泪惹尘埃 我飞出五行之内三界之外 我心头无牵无挂无限自在 我知道生亦何苦死亦何哀 如来如不来一样死性不改 我看过潮起潮落花谢花开 我打过恶人奴才神仙妖怪 我经过改朝换代荣辱兴衰 我在就是归来 我飞出五行之内三界之外 我心头无牵无挂无限自在 我知道生亦何苦死亦何哀 如来如不来一样死性不改 我看过潮起潮落花谢花开 我打过恶人奴才神仙妖怪 我经过改朝换代荣辱兴衰 我在就是归来,"本来无一物, 本来无一物",3,0,,876,5,425,10
0286,1254,2020-03-16,2583,煎饼侠,赵英俊,赵英俊,煎饼侠,以电影的名义歌唱,编曲：赵英俊 大鹏一日同风起，扶摇直上九万里 这是谁写的诗，和我有什么关系 你是一只蝙蝠蜘蛛，还是只蚂蚁 星爷说没有梦想，就都是咸鱼 冒着风雨吃套煎饼看一场电影 这样的一天到底有什么意义 有些事情我不会忘记，就像我忘不了你 每当黑夜来临，就在我心中冉冉升起 为了明天能有曙光 爱与恨都要被隐藏 勇敢不代表不紧张 可是信念不能伪装 我拥有梦想的力量 抵抗怀疑我的目光 我不能带你去远方 尽管你懂我的忧伤 大鹏一日同风起，扶摇直上九万里 这是谁写的诗，和我有什么关系 你是一只蝙蝠蜘蛛，还是只蚂蚁 星爷说没有梦想，就都是咸鱼 冒着风雨吃套煎饼看一场电影 这样的一天到底有什么意义 有些事情我不会忘记，就像我忘不了你 每当黑夜来临，就在我心中冉冉升起 为了明天能有曙光 爱与恨都要被隐藏 勇敢不代表不紧张 可是信念不能伪装 我拥有梦想的力量 抵抗怀疑我的目光 我不能带你去远方 尽管你懂我的忧伤 我拥有梦想的力量 抵抗怀疑我的目光 我不能带你去远方 尽管你懂我的忧伤 制作人：赵英俊 录音、混音：鲍锐 录音室：北京录顶技Studios,"大鹏一日同风起扶摇直上九万里, 大鹏一日同风起扶摇直上九万里",2,0,引用诗词进行评判和古诗新用,261,14,388,28
0712,2988,2012-01-01,2560,三世,河图,三世,河图,三世,{伶仃九泉挂相思 寂寞百载谁曾知 三世回眸两相望 几成追忆几成痴}  曾经相爱的恋人都在空城中飞奔 曾经刻骨的伤痕都会变成年轮 曾经天真的眼神也会来不及记认 曾经真挚的口吻打动过谁的心头是真 曾经生动的嘴唇如今发不出疑问 曾经无言的信任在猜忌里委顿 曾经淬血的锋刀也会破不开混沌 曾经不变的安稳都枯萎于沙尘才转身 另一种意义的美梦成真 几回错过终于推开门 吻过鲜花露水吻上刀刃 要用三世写完这剧本 所有深情怨恨欢笑泪痕 都痛快去承认 春夏秋冬深夜和清晨 都用力去生存 所有卑劣残忍善良自尊 都来自于灵魂 爱过谁人间天上不必以掌纹确认  【男：你想要什么？】 【女：缘定三生，白首不离。】 【男：这是何意？】 【女：此剑赠你，可护你一世安好无忧。】 【女：我们的剑法都是一样的， 你就不担心吗？】 【男：那又有什么关系呢？ 我这一辈子都不会对你刀剑相向。】  曾经高歌中停顿遥望过远远黄昏 曾经呆立到夜深在故事里自刎 曾经殊途里浮沉转不回命运齿轮 曾经相遇就离分各自壁垒围困像前尘 另一种意义的美梦成真 几回错过终于推开门 吻过鲜花露水吻上刀刃 要用三世写完这剧本 所有深情怨恨欢笑泪痕 都痛快去承认 春夏秋冬深夜和清晨 都用力去生存 所有卑劣残忍善良自尊 都来自于灵魂 爱过谁人间天上不必以掌纹确认 所有苍老稚嫩丑恶单纯 到头全无方寸 假意温存为难眠孤枕当作稀世奇珍 所有冰冷微温狠狠烧焚 也炽热过星辰 总有人奋不顾身一心在传说沉沦 总有人似陌路人 听这段往事话本 {所有悲欢离合最后都不过付与说书人},有悲欢离合,3,0,,662,5,506,5
1022,3798,2016-09-06,2543,闺思梦,徐薇,闺思梦,徐薇,闺思梦,玉楼春浮华梦抚琴垂幔 微寒薄雾漫山昼离别轻叹 温浊酒话江南侠客豪情满 江湖无尽皆空谈 灯火阑珊不回首也非离愁谁相伴 怀中琵琶半遮面曲不散 不问天此情何长无绝期已了然 珠落玉盘嘈嘈切切曲旧曾谙 秋波粼粼言笑盈盈伊人谁盼 思梦朦胧方才醒转 闺中梦千回依稀对镜顾自叹 清竹影泠泠入窗无人看（谁人看） 花开明月满蜂蝶翩翩芭蕉展 云雨巫山风月难断不盼轰烈但求安 只愿与君长相伴   秋暮寒蜡炬残风尘宿栈 转瞬半岁荏苒问君可知还 轻别离望北山叶落垂杨岸 曾是寂寥金烬暗 难过情关思君亭北倚阑干无人欢 别梦依依又何般愁丝乱 多情庭中月却笑醉不知平生淡 酒醒梦散远水孤云朱颜不换 金风常袭枯草黄蔓高楼目断 离歌轻喃浮生莫谈 闺中梦千回依稀对镜顾自叹 清竹影泠泠入窗无人看（谁人看） 花开明月满蜂蝶翩翩芭蕉展 云雨巫山风月难断不盼轰烈但求安 只愿与君长相伴,"琵琶半遮面, 曾是寂寥金烬暗, 亭北倚阑干",2,0,,962,17,334,17
0008,14,1983-02-02,300,欲说还休,邓丽君,欲说还休,邓丽君,淡淡幽情,少年不识愁滋味， 爱上层楼。 爱上层楼， 为赋新词强说愁。  而今识尽愁滋味， 欲说还休。 欲说还休， 却道天凉好个秋。 少年不识愁滋味， 爱上层楼。 爱上层楼， 为赋新词强说愁。  而今识尽愁滋味， 欲说还休。 欲说还休， 却道天凉好个秋。,"少年不识愁滋味爱上层楼爱上层楼为赋新词强说愁而今识尽愁滋味, 却道天凉好个秋",1,1,,8,44,88,88
0240,973,2000-01-01,2456,霸王别姬,屠洪刚,霸王别姬,瑜瑜,原创龙虎榜,我站在烈烈风中 恨不能荡尽绵绵心痛 望苍天 四方云动 剑在手 问天下谁是英雄 我站在烈烈风中 恨不能荡尽绵绵心痛 望苍天 四方云动 剑在手 问天下谁是英雄 人世间有百媚千红 我独爱爱你那一种 伤心处别时路有谁不同 多少年恩爱匆匆葬送 我心中你最重 悲欢共生死同 你用柔情刻骨 换我豪情天纵 我心中你最重 我的泪向天冲 来世也当称雄 归去斜阳正浓 我站在烈烈风中 恨不能荡尽绵绵心痛 望苍天 四方云动 剑在手 问天下谁是英雄 我心中你最重 悲欢共生死同 你用柔情刻骨 换我豪情天纵 我心中你最重 我的泪向天冲 来世也当称雄 归去斜阳正浓 我心中你最重 悲欢共生死同 你用柔情刻骨 换我豪情天纵 我心中你最重 我的泪向天冲 来世也当称雄 归去斜阳正浓,此地一为别,3,0,,220,5,293,5
0348,1629,2017-07-03,2367,呢喃,徐海俏,呢喃,徐海俏,悄悄,孤单就像赶上最末班的地铁 品尝自由总带些沉重或疲倦 茫茫雪野上有风由近吹远 像你我终归走向各自的终点 为何往昔总栖息灯火下屋檐 睁开双眼能奔赴有你的世界 在你身边深刻如路人般体验 把平凡过成值得温习的诗篇 好雨知时节淋湿了离散这盛典 是你让我学会拒绝 呢喃在行走的长夜 呢喃风霜夹带雨雪 呢喃铭记衍生忘却 呢喃诀别于是疏远 呢喃是否掩盖痛觉 自说自话最惨烈 最后是我为你改变 亿万人海如何与你生命擦肩 轮到了我庆幸也有片刻鲜艳 谁会像我无病呻吟都很熟练 至少曾触及过你发梢的弧线 好雨知时节淋湿了离散这盛典 是你让我学会拒绝 呢喃在行走的长夜 呢喃风霜夹带雨雪 呢喃铭记衍生忘却 呢喃诀别于是疏远 呢喃是否掩盖痛觉 自说自话最惨烈 最后是我为你改变 呢喃在行走的长夜 呢喃风霜夹带雨雪 呢喃铭记衍生忘却 呢喃诀别于是疏远 呢喃是否掩盖痛觉 自说自话最惨烈 最后是我为你改变,"好雨知时节, 好雨知时节",2,0,,321,5,350,10
0222,2008,1990-04-30,2363,如果你是我的传说,刘德华,如果你是我的传说,刘德华,如果你是我的传说,天长地久有没有浪漫传说说太多 有谁能为我写下一个 天若有情天亦老我只担心等不到 矛盾心情怎样面对才好  从来爱是没有借口没有任何愧疚 你的一切永远将会是我所有 如果你是我的传说让他天长地久 追梦的人为你在等候  天长地久有没有浪漫传说说太多 有谁能为我写下一个 天若有情天亦老我只担心等不到 矛盾心情怎样面对才好  从来爱是没有借口没有任何愧疚 你的一切永远将会是我所有 如果你是我的传说让他天长地久 追梦的人为你在等候  从来爱是没有借口没有任何愧疚 你的一切永远将会是我所有 如果你是我的传说让他天长地久 追梦的人为你在等候  从来爱是没有借口没有任何愧疚 你的一切永远将会是我所有 如果你是我的传说让他天长地久 追梦的人为你在等候,"天长地久有, 天若有情天亦老, 天长地久有, 天若有情天亦老",2,0,,374,26,290,24
0132,390,2006-12-31,2340,诗人的情人,方大同,诗人的情人,方大同,爱爱爱,缠绵是首诗 很容易迷失 北岛的朦胧不减李商隐的精致 感情是首诗 要懂爱才能知 我希望像李宗盛一针挑中你心事 别像宋代李清照凄凄惨惨戚戚 我愿为你背诵 每一首情诗 我愿意做你的老师 示范着执子之手如何解释 不愿为深奥的感情变白痴 我俩的情事 是一首情诗 要像徐志摩那么痴 要像对押韵的坚持 要成为文学的历史 让我们要多美丽有多美丽 很少人看诗 很少人得知 拥抱时怎创作接近诗意的手势 很少人懂诗 很少人情痴 莎士比亚的十四行诗快没人认识 可我对你吟颂亦不如烟的往事 我愿为你背诵 每一首情诗 我愿意做你的老师 示范着执子之手如何解释 不愿为深奥的感情变白痴 我俩的情事 是一首情诗 要像徐志摩那么痴 要像对押韵的坚持 要成为文学的历史 要这段情感动他人名噪一时 让这一首解构拥抱的诗 感染这误解爱情的城市 多少艰涩的美感快消失 可我们是少数的奢侈 我送你情诗就靠着 灵犀一指 走遍世界也能步步成诗 给写成故事 我愿为你背诵 每一首情诗 我愿意做你的老师 示范着执子之手如何解释 不愿为深奥的感情变白痴 我俩的情事 是一首情诗 要像徐志摩那么痴 要像对押韵的坚持 要成为文学的历史 闺房的文字只为多情传世,凄凄惨惨戚戚,3,0,,123,6,446,6
0010,18,1983-02-02,263,万叶千声,邓丽君,万叶千声,邓丽君,淡淡幽情,别后不知君远近 触目凄凉多少闷 渐行渐远渐无书 水阔鱼沉何处问 夜深风竹敲秋韵 万叶千声皆是恨 故欹单枕梦中寻 梦又不成灯又烬 别后不知君远近 触目凄凉多少闷 渐行渐远渐无书 水阔鱼沉何处问 夜深风竹敲秋韵 万叶千声皆是恨 故欹单枕梦中寻 梦又不成灯又烬,"别后不知君远近触目凄凉多少闷渐行渐远渐无书水阔鱼沉何处问夜深风竹敲, 故欹单枕梦中寻梦又不成灯又烬",1,0,,10,55,76,55
0381,1877,2018-04-25,2309,二十一世纪，当我们还年轻时,刺猬,二十一世纪，当我们还年轻时,刺猬乐队,生之响往,编曲：刺猬  二十一世纪我们还年轻 无论去哪里我们在一起 沐风和日丽观落叶飘零 浴冰霜雪雨日月年四季  蜜蜂啜花蜜离时道谢意 蝶妒花之丽恩爱憎分明 羊跪乳之恩鸦反哺之义 天意怜幽草人间重晚情  大浪淘沙金日久见人心 感人生境遇叹似水光阴 追逐梦的年纪为自由只朝夕 每当音乐响起一切都是为你 寻真情爱意探苍穹奥秘 短暂生之旅但求无悔行 海岸金沙地绿野丛林里 依稀可见你微笑着老去  制作人：李青 录音：王耀唯 混音：王耀唯 母带：韩冬 厂牌：赤瞳音乐 ○P&○C太合麦田（天津）音乐有限公司,天意怜幽草人间重晚,2,0,,353,18,208,9
0629,2784,2013-08-30,2304,手掌心,丁当,手掌心,丁当,兰陵王 电视剧原声带,一干而尽爱恨嗔痴的幻影我敬你 一杯一干二净的黎明 我在南极憧憬你的北极星 我等你不信心心不相印 你是天意你是达达的马蹄 滚滚了我的红尘 苦苦追寻冰天雪地 一寸光阴一寸心一朵昙花 一朵云一朵雪花 一朵梦境一一捧在手掌心 一颗尘埃一菩提一颗流星 一个你一心一意捧在手掌心 七世夫妻 只是神话的魔镜第七夕 只能再等一世纪你是天地 你是风雨你是晴 你是温柔的叛逆逆转 我的一年四季 一寸光阴 一寸心一朵昙花一朵云一朵雪花 一朵梦境一一捧在手掌心一 颗尘埃一菩提一颗流星一个 你一心一意捧在手掌心 偏偏我越抱越紧 偏偏我越爱越贪心 偏偏要爱到万箭穿了心 才死心左手掌握着空心 右手掌握着痴心十指紧扣一本心经 刻骨铭心着苦心可不可以不甘心 可不可以不认命如果可以 拿我换给你,"一寸光阴一寸, 一寸光阴一寸",3,0,,580,6,301,12
0025,40,1995-08-01,2235,千古绝唱,白雪,千古绝唱,白雪,千古绝唱,人生自古谁无情 情到深处天地动 人间多少绝唱千古颂 莺莺张生红娘子 十娘怒沉百宝箱 若无真情无绝唱  情海无惊波涛凶 风流淹没红尘中 大浪淘尽多少痴情种 雷峰塔压白娘子 红楼梦中梦难醒 千古绝唱千古情 自古红颜多薄命 有情总被无情伤 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今  情海无惊波涛凶 风流淹没红尘中 大浪淘尽多少痴情种 雷峰塔压白娘子 红楼梦中梦难醒 千古绝唱千古情 自古红颜多薄命 有情总被无情伤 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今 孟姜女哭长城 千古绝唱谁人听 梁山伯祝英台 千古绝唱唱到今,人生自古谁无,3,0,,25,6,342,6
0569,2593,2015-09-25,2220,Talk about Love,周笔畅,Talk about Love,周笔畅,翻白眼Ⅲ,南极光神秘的颜色 米兰夏季的风格 普鲁斯特梦境般的晦涩 倦意漫游中的冰河 时间太少美梦还有太多 上至千古下至星辰银河 感谢提醒不要让我堕落 爱慕只能给你寄托 崇拜着天使纯洁的美德 迷恋着魔鬼诱惑的苹果 要怎么分割欢乐折磨 眼耳鼻舌不怕刺激只怕干渴 Ohwetalkaboutlove Talkabout Wetalkaboutlove Ohwetalkaboutlove Talkabout Wetalkaboutlove  世界太大无穷迷人脸色 上知天文下知美术诗歌 野火烧不尽心煽风点火 眼泪换个人再挥霍 崇拜着天使纯洁的美德 迷恋着魔鬼诱惑的苹果 要怎么分割心碎狂热 不如灵魂呼之欲出来的透彻 Ohwetalkaboutlove Talkabout Wetalkaboutlove Ohwetalkaboutlove Talkabout Wetalkaboutlove 漫步在地球上尽兴地游乐 摩天轮或云霄飞车 我就是我唯一的游戏规则 崇拜着天使纯洁的美德 迷恋着魔鬼诱惑的苹果 要怎么分割心碎狂热 不如灵魂呼之欲出来的透彻 Ohwetalkaboutlove Talkabout Wetalkaboutlove Ohwetalkaboutlove Talkabout Wetalkaboutlove Ohwetalkaboutlove Talkabout Wetalkaboutlove Ohwetalkaboutlove Talkabout Wetalkaboutlove,野火烧不尽,3,0,,527,5,262,5
0009,17,1983-02-02,199,有谁知我此时情,邓丽君,有谁知我此时情,邓丽君,淡淡幽情,玉惨花愁出凤城 莲花楼下柳青青 尊前一唱阳关曲 别个人人第五程 …… 寻好梦梦难成 有谁知我此时情 枕前泪共阶前雨 隔个窗儿滴到明 寻好梦梦难成 有谁知我此时情 枕前泪共阶前雨 隔个窗儿滴到明,"玉惨花愁出凤城莲花楼下柳青青尊前一唱阳关曲别个人人第五程寻好梦梦难成, 枕前泪共阶前雨",1,0,,9,60,82,82
0938,3571,2018-03-09,2177,吉利歌,封茗囧菌,吉利歌,封茗囧菌,吉利歌,编：蝉C  爆竹声唤醒街巷 熙熙又攘攘 屠苏酒浅尝 换桃符贴正“福”字旁 结彩绣琳琅 佳节愿贺邻家里坊 客居儿郎还无忧辞别陈黄 我斟落雪壶中藏旧寒霜 煮沸烹茶前堂 似故友披衣拂檐下铃铛 泛涟漪层层清响 纸鸢东放煨文火闲词二两 莲子羹炖冰糖 乘歌吴越桂棹兰桨 尽是书你的续章 谁能序四时不思量 提灯笼照暖故乡 对烛影剪窗花忙 何日再归来话夜长 白梅笺余有墨香 映入离人心上 一湖皎皎明月光 天青水色波澜轻漾 此刻未相闻亦未相忘 岁岁年年春秋织往 平安喜乐寻常 祝世事如望 ----JIANZOU----- 爆竹声唤醒街巷 熙熙又攘攘 屠苏酒浅尝 换桃符贴正“福”字旁 结彩绣琳琅 佳节愿贺邻家里坊 客居儿郎还无忧辞别陈黄 雪壶中藏旧寒霜 煮沸烹茶前堂 披衣拂檐下铃铛 泛涟漪层层清响 我折柳叶吹作小调吟唱 散西厢满洛阳 和（四声）羌笛飘过玉门城墙 寄去河山迢迢远方 谷雨沁凉借清风裁新衣裳 梁燕穿梭成双 江淮沿岸莺飞草长 尽是予你的诗行 谁能序四时不思量 提灯笼照暖故乡 对烛影剪窗花忙 何日再归来话夜长 白梅笺余有墨香 映入离人心上 一湖皎皎明月光 天青水色波澜轻漾 此刻未相闻亦未相忘 岁岁年年春秋织往 平安喜乐寻常 祝世事如望,"岁岁年年春, 岁岁年年春",3,0,,881,5,429,10
